date	average_transaction_value
2022-12-25	0.553431
2022-12-24	0.481292
2022-12-23	1.435744
2022-12-22	0.984196
2022-12-21	1.107732
2022-12-20	1.527349
2022-12-19	1.058654
2022-12-18	0.776911
2022-12-17	1.068811
2022-12-16	2.048836
2022-12-15	1.230661
2022-12-14	1.484956
2022-12-13	2.223248
2022-12-12	1.069796
2022-12-11	0.482849
2022-12-10	0.588117
2022-12-09	0.77669
2022-12-08	1.348406
2022-12-07	2.651445
2022-12-06	1.641596
2022-12-05	1.240775
2022-12-04	0.850398
2022-12-03	0.720317
2022-12-02	1.388541
2022-12-01	1.34942
2022-11-30	1.626405
2022-11-29	1.64745
2022-11-28	1.807837
2022-11-27	0.99115
2022-11-26	1.028049
2022-11-25	1.374736
2022-11-24	1.408418
2022-11-23	1.761042
2022-11-22	2.786156
2022-11-21	4.270084
2022-11-20	1.386325
2022-11-19	1.484778
2022-11-18	1.921863
2022-11-17	2.034544
2022-11-16	2.433564
2022-11-15	2.127913
2022-11-14	2.594106
2022-11-13	2.817577
2022-11-12	2.3036
2022-11-11	2.824124
2022-11-10	4.648062
2022-11-09	5.840936
2022-11-08	4.736498
2022-11-07	2.384806
2022-11-06	1.216529
2022-11-05	0.975306
2022-11-04	1.961178
2022-11-03	1.522333
2022-11-02	2.019286
2022-11-01	1.189115
2022-10-31	1.584973
2022-10-30	1.050241
2022-10-29	1.494254
2022-10-28	1.65237
2022-10-27	2.003505
2022-10-26	2.775229
2022-10-25	2.575166
2022-10-24	1.64492
2022-10-23	0.835744
2022-10-22	0.742783
2022-10-21	1.515445
2022-10-20	1.075838
2022-10-19	1.117599
2022-10-18	1.259947
2022-10-17	1.121925
2022-10-16	0.675071
2022-10-15	0.622593
2022-10-14	1.318841
2022-10-13	2.030758
2022-10-12	1.004645
2022-10-11	1.154338
2022-10-10	0.79667
2022-10-09	0.372348
2022-10-08	0.6392
2022-10-07	1.214546
2022-10-06	1.186544
2022-10-05	0.840088
2022-10-04	0.988071
2022-10-03	1.315948
2022-10-02	0.649047
2022-10-01	0.798247
2022-09-30	1.736813
2022-09-29	2.502477
2022-09-28	1.457622
2022-09-27	1.858595
2022-09-26	1.792429
2022-09-25	0.950239
2022-09-24	0.890227
2022-09-23	2.141032
2022-09-22	2.398234
2022-09-21	2.448751
2022-09-20	2.121209
2022-09-19	2.903321
2022-09-18	1.238126
2022-09-17	0.966189
2022-09-16	3.319612
2022-09-15	4.981299
2022-09-14	6.842128
2022-09-13	4.217389
2022-09-12	2.598857
2022-09-11	0.853329
2022-09-10	0.91191
2022-09-09	1.949198
2022-09-08	1.812437
2022-09-07	2.109859
2022-09-06	3.512954
2022-09-05	1.180467
2022-09-04	0.534487
2022-09-03	0.866198
2022-09-02	2.50038
2022-09-01	1.809764
2022-08-31	1.807632
2022-08-30	1.853089
2022-08-29	2.101043
2022-08-28	1.439801
2022-08-27	1.360145
2022-08-26	1.672992
2022-08-25	1.256855
2022-08-24	1.299099
2022-08-23	1.201464
2022-08-22	1.121891
2022-08-21	0.760713
2022-08-20	0.959567
2022-08-19	1.913155
2022-08-18	1.173869
2022-08-17	2.609516
2022-08-16	1.149398
2022-08-15	1.648501
2022-08-14	0.842035
2022-08-13	1.147588
2022-08-12	1.317823
2022-08-11	1.689483
2022-08-10	2.171171
2022-08-09	1.458852
2022-08-08	1.258679
2022-08-07	0.983792
2022-08-06	0.816779
2022-08-05	1.285237
2022-08-04	0.899406
2022-08-03	1.016906
2022-08-02	1.313894
2022-08-01	1.267876
2022-07-31	0.658442
2022-07-30	0.851105
2022-07-29	1.845894
2022-07-28	2.086774
2022-07-27	1.950678
2022-07-26	1.148198
2022-07-25	1.301896
2022-07-24	0.698201
2022-07-23	0.776639
2022-07-22	1.268915
2022-07-21	4.055291
2022-07-20	1.83464
2022-07-19	3.421942
2022-07-18	2.578565
2022-07-17	1.093772
2022-07-16	1.219414
2022-07-15	2.614095
2022-07-14	1.721425
2022-07-13	2.36474
2022-07-12	2.04134
2022-07-11	1.531965
2022-07-10	1.023395
2022-07-09	0.737754
2022-07-08	1.711828
2022-07-07	3.069101
2022-07-06	1.621192
2022-07-05	1.555231
2022-07-04	1.718722
2022-07-03	0.693745
2022-07-02	1.044851
2022-07-01	2.146542
2022-06-30	2.920694
2022-06-29	3.444485
2022-06-28	1.979599
2022-06-27	2.20002
2022-06-26	1.190418
2022-06-25	1.380388
2022-06-24	2.106599
2022-06-23	2.342208
2022-06-22	2.248239
2022-06-21	2.312478
2022-06-20	2.63414
2022-06-19	2.464595
2022-06-18	3.70858
2022-06-17	3.134416
2022-06-16	3.530031
2022-06-15	4.69714
2022-06-14	5.165357
2022-06-13	6.934841
2022-06-12	2.574305
2022-06-11	3.24799
2022-06-10	2.553065
2022-06-09	1.366246
2022-06-08	1.346315
2022-06-07	1.978062
2022-06-06	1.473514
2022-06-05	0.788904
2022-06-04	0.735953
2022-06-03	1.461226
2022-06-02	2.058911
2022-06-01	2.040307
2022-05-31	1.904511
2022-05-30	1.753095
2022-05-29	0.921915
2022-05-28	0.994509
2022-05-27	2.87119
2022-05-26	3.064588
2022-05-25	1.028763
2022-05-24	1.471222
2022-05-23	2.074981
2022-05-22	1.029247
2022-05-21	0.845115
2022-05-20	2.370628
2022-05-19	2.024544
2022-05-18	1.902239
2022-05-17	1.661049
2022-05-16	3.302691
2022-05-15	1.1191
2022-05-14	1.268868
2022-05-13	3.418676
2022-05-12	6.215341
2022-05-11	4.367174
2022-05-10	3.015291
2022-05-09	3.288374
2022-05-08	1.279623
2022-05-07	1.07085
2022-05-06	1.771897
2022-05-05	1.62294
2022-05-04	1.709628
2022-05-03	2.451512
2022-05-02	2.201649
2022-05-01	1.461197
2022-04-30	0.928308
2022-04-29	2.173639
2022-04-28	1.528193
2022-04-27	1.323972
2022-04-26	1.503108
2022-04-25	1.828528
2022-04-24	0.686796
2022-04-23	0.63529
2022-04-22	1.378283
2022-04-21	1.335004
2022-04-20	2.015495
2022-04-19	1.346606
2022-04-18	1.318155
2022-04-17	0.968624
2022-04-16	1.069427
2022-04-15	1.229419
2022-04-14	1.134249
2022-04-13	1.19947
2022-04-12	1.167778
2022-04-11	2.00996
2022-04-10	0.634587
2022-04-09	0.788658
2022-04-08	1.259662
2022-04-07	1.60366
2022-04-06	1.657148
2022-04-05	1.362576
2022-04-04	1.160232
2022-04-03	0.858523
2022-04-02	1.242668
2022-04-01	1.753502
2022-03-31	1.677946
2022-03-30	1.757028
2022-03-29	1.83567
2022-03-28	1.554656
2022-03-27	0.767276
2022-03-26	0.598418
2022-03-25	1.74848
2022-03-24	1.662364
2022-03-23	1.286237
2022-03-22	1.733381
2022-03-21	1.375858
2022-03-20	0.65023
2022-03-19	1.441786
2022-03-18	1.590601
2022-03-17	1.438215
2022-03-16	1.427313
2022-03-15	2.268522
2022-03-14	1.057021
2022-03-13	0.749136
2022-03-12	0.538096
2022-03-11	1.121564
2022-03-10	1.293495
2022-03-09	1.193718
2022-03-08	1.430096
2022-03-07	1.445697
2022-03-06	0.63937
2022-03-05	0.894553
