date	average_transaction_value
2022-11-11	59.138435
2022-11-10	117.742167
2022-11-09	123.791108
2022-11-08	89.206419
2022-11-07	67.108723
2022-11-06	69.401233
2022-11-05	70.318858
2022-11-04	49.034818
2022-11-03	59.027251
2022-11-02	66.5356
2022-11-01	38.003028
2022-10-31	53.68129
2022-10-30	38.478142
2022-10-29	48.43024
2022-10-28	37.329208
2022-10-27	51.661832
2022-10-26	48.918927
2022-10-25	48.822034
2022-10-24	48.737389
2022-10-23	32.931764
2022-10-22	42.091956
2022-10-21	60.934584
2022-10-20	46.902561
2022-10-19	38.440492
2022-10-18	34.677293
2022-10-17	36.658569
2022-10-16	43.154558
2022-10-15	53.49152
2022-10-14	49.121451
2022-10-13	70.138446
2022-10-12	48.306256
2022-10-11	59.432409
2022-10-10	47.813523
2022-10-09	34.479849
2022-10-08	39.860168
2022-10-07	51.776284
2022-10-06	46.446894
2022-10-05	51.756108
2022-10-04	51.659783
2022-10-03	48.597948
2022-10-02	60.627022
2022-10-01	23.300819
2022-09-30	36.491555
2022-09-29	37.219736
2022-09-28	29.310048
2022-09-27	37.801196
2022-09-26	39.08916
2022-09-25	24.041302
2022-09-24	29.728624
2022-09-23	46.134598
2022-09-22	31.114696
2022-09-21	38.211747
2022-09-20	52.638972
2022-09-19	71.981077
2022-09-18	64.118709
2022-09-17	32.328692
2022-09-16	35.598847
2022-09-15	41.472024
2022-09-14	40.977305
2022-09-13	48.789386
2022-09-12	49.2236
2022-09-11	22.713168
2022-09-10	31.483472
2022-09-09	37.697954
2022-09-08	35.390229
2022-09-07	31.266632
2022-09-06	26.171517
2022-09-05	33.199051
2022-09-04	18.917722
2022-09-03	25.001544
2022-09-02	35.73867
2022-09-01	22.235992
2022-08-31	27.395614
2022-08-30	26.977011
2022-08-29	26.87698
2022-08-28	15.695378
2022-08-27	38.766355
2022-08-26	20.191031
2022-08-25	29.968275
2022-08-24	28.535044
2022-08-23	37.577014
2022-08-22	36.08013
2022-08-21	23.194364
2022-08-20	17.620759
2022-08-19	38.352284
2022-08-18	29.430811
2022-08-17	24.661948
2022-08-16	23.638569
2022-08-15	37.343661
2022-08-14	19.841486
2022-08-13	18.817426
2022-08-12	22.781569
2022-08-11	22.556975
2022-08-10	43.013846
2022-08-09	24.861998
2022-08-08	24.577173
2022-08-07	22.040551
2022-08-06	17.287622
2022-08-05	18.029726
2022-08-04	23.255391
2022-08-03	19.687292
2022-08-02	19.515017
2022-08-01	28.844051
2022-07-31	19.752845
2022-07-30	41.775452
2022-07-29	130.671285
2022-07-28	43.637263
2022-07-27	23.696263
2022-07-26	24.303927
2022-07-25	35.025522
2022-07-24	16.691516
2022-07-23	21.57231
2022-07-22	28.065855
2022-07-21	40.865274
2022-07-20	37.569594
2022-07-19	42.523036
2022-07-18	29.779856
2022-07-17	24.541864
2022-07-16	15.057017
2022-07-15	27.195931
2022-07-14	22.646922
2022-07-13	18.030348
2022-07-12	18.839526
2022-07-11	17.24646
2022-07-10	28.368251
2022-07-09	32.648934
2022-07-08	30.097189
2022-07-07	27.459124
2022-07-06	30.167365
2022-07-05	31.123106
2022-07-04	30.601944
2022-07-03	26.600261
2022-07-02	19.76078
2022-07-01	39.676258
2022-06-30	37.915483
2022-06-29	37.32858
2022-06-28	42.932525
2022-06-27	36.799557
2022-06-26	23.278821
2022-06-25	118.529263
2022-06-24	57.699135
2022-06-23	20.819077
2022-06-22	26.180462
2022-06-21	50.63386
2022-06-20	28.724259
2022-06-19	38.895937
2022-06-18	52.234074
2022-06-17	43.205318
2022-06-16	41.177765
2022-06-15	57.811451
2022-06-14	73.431125
2022-06-13	66.498356
2022-06-12	22.239273
2022-06-11	26.323675
2022-06-10	26.927314
2022-06-09	29.59323
2022-06-08	27.22547
2022-06-07	21.823253
2022-06-06	33.318376
2022-06-05	24.551624
2022-06-04	13.031491
2022-06-03	53.731965
2022-06-02	24.2099
2022-06-01	14.483762
2022-05-31	24.46065
2022-05-30	17.247472
2022-05-29	9.779223
2022-05-28	4.534266
2022-05-27	46.249609
2022-05-26	45.342674
2022-05-25	18.990741
2022-05-24	30.121991
2022-05-23	28.344238
2022-05-22	8.072765
2022-05-21	9.764008
2022-05-20	20.88844
2022-05-19	15.393156
2022-05-18	15.230449
2022-05-17	16.034302
2022-05-16	18.370402
2022-05-15	19.353442
2022-05-14	39.43631
2022-05-13	62.919062
2022-05-12	93.507784
2022-05-11	82.193027
2022-05-10	46.819689
2022-05-09	61.444998
2022-05-08	5.7578
2022-05-07	17.879322
2022-05-06	54.311127
2022-05-05	17.269297
2022-05-04	14.721613
2022-05-03	11.600336
2022-05-02	13.528365
2022-05-01	10.496489
2022-04-30	9.395532
2022-04-29	9.89582
2022-04-28	5.66644
2022-04-27	11.518279
2022-04-26	12.323398
2022-04-25	26.574724
2022-04-24	7.599377
2022-04-23	8.134973
2022-04-22	6.558186
2022-04-21	8.28406
2022-04-20	8.133695
2022-04-19	13.180174
2022-04-18	14.58708
2022-04-17	6.913463
2022-04-16	5.539237
2022-04-15	6.095131
2022-04-14	12.908176
2022-04-13	14.547167
2022-04-12	7.7738
2022-04-11	12.483368
2022-04-10	5.866221
2022-04-09	7.097361
2022-04-08	13.122469
2022-04-07	17.795145
2022-04-06	34.003855
2022-04-05	64.371599
2022-04-04	96.715972
2022-04-03	70.439893
2022-04-02	139.343632
2022-04-01	138.602272
2022-03-31	158.026865
2022-03-30	218.529525
