year	month	day	total_gas_fee
2014	2	23	1204602794
2014	2	22	1231655659
2014	2	21	1388804876
2014	2	20	1481614558
2014	2	19	1445880350
2014	2	18	1334942050
2014	2	17	2356170280
2014	2	16	1132317875
2014	2	15	1255607333
2014	2	14	1709758792
2014	2	13	1405001731
2014	2	12	1603686540
2014	2	11	1309678624
2014	2	10	1313957152
2014	2	9	1063153353
2014	2	8	1226699028
2014	2	7	1530919578
2014	2	6	1501442794
2014	2	5	1381992653
2014	2	4	1422240734
2014	2	3	1214407582
2014	2	2	1080299217
2014	2	1	1142304608
2014	1	31	1437916749
2014	1	30	1329500605
2014	1	29	1331325321
2014	1	28	1415795644
2014	1	27	1345771067
2014	1	26	1174920813
2014	1	25	1185303748
2014	1	24	1528913391
2014	1	23	1679639116
2014	1	22	1478206656
2014	1	21	1559907460
2014	1	20	1527797507
2014	1	19	1142147877
2014	1	18	1272316648
2014	1	17	1467029517
2014	1	16	1324725593
2014	1	15	1685023545
2014	1	14	1608978681
2014	1	13	1199050639
2014	1	12	1179779395
2014	1	11	1225450903
2014	1	10	1253797561
2014	1	9	1280728921
2014	1	8	1412498292
2014	1	7	1553038267
2014	1	6	2950823266
2014	1	5	1393812559
2014	1	4	1228749852
2014	1	3	1381938881
2014	1	2	1381188660
2014	1	1	936534252
2013	12	31	1098600975
2013	12	30	1174180891
2013	12	29	1455153464
2013	12	28	1165867105
2013	12	27	1227928333
2013	12	26	1336262326
2013	12	25	1231784641
2013	12	24	1206624608
2013	12	23	1211174057
2013	12	22	1146529505
2013	12	21	1243490207
2013	12	20	1624432139
2013	12	19	1648965383
2013	12	18	1864447134
2013	12	17	1520684554
2013	12	16	1570545173
2013	12	15	1151956075
2013	12	14	1240103420
2013	12	13	1513416963
2013	12	12	1434126064
2013	12	11	1744596076
2013	12	10	1750092456
2013	12	9	1704236096
2013	12	8	1138643048
2013	12	7	3749123851
2013	12	6	1920163235
2013	12	5	2254506788
2013	12	4	2083224443
2013	12	3	2040592636
2013	12	2	2113751064
2013	12	1	1888083922
2013	11	30	2018102674
2013	11	29	2609068458
2013	11	28	3073997164
2013	11	27	3041271141
2013	11	26	2523691730
2013	11	25	1960120774
2013	11	24	1753595197
2013	11	23	2101611529
2013	11	22	2329739671
2013	11	21	2655807643
2013	11	20	2527945207
2013	11	19	3159785609
2013	11	18	2723178132
2013	11	17	1708725612
2013	11	16	1426598980
2013	11	15	1731629565
2013	11	14	2313862517
2013	11	13	2304229153
2013	11	12	2251123231
2013	11	11	6222351764
2013	11	10	4583360662
2013	11	9	5605344924
2013	11	8	10682017227
2013	11	7	12850248332
2013	11	6	14562558243
2013	11	5	4727916843
2013	11	4	5182985587
2013	11	3	4087943337
2013	11	2	2353096079
2013	11	1	3500360841
2013	10	31	2997871915
2013	10	30	2972252695
2013	10	29	3445509300
2013	10	28	3118348979
2013	10	27	5775029853
2013	10	26	3534328044
2013	10	25	5107518210
2013	10	24	5076496010
2013	10	23	4577781754
2013	10	22	4168008116
2013	10	21	3766450678
2013	10	20	2848710739
2013	10	19	3626226694
2013	10	18	3835801158
2013	10	17	3651952508
2013	10	16	4719904597
2013	10	15	3864309771
2013	10	14	3303670276
2013	10	13	3080432869
2013	10	12	3214776583
2013	10	11	2276995908
2013	10	10	3105788363
2013	10	9	3037507628
2013	10	8	1713190379
2013	10	7	3257715142
2013	10	6	2115735044
2013	10	5	2606242489
2013	10	4	2477279491
2013	10	3	3660294587
2013	10	2	3992303312
2013	10	1	3913974553
2013	9	30	2575183782
2013	9	29	2584549691
2013	9	28	2608609449
2013	9	27	8261986498
2013	9	26	2723002047
2013	9	25	3106396518
2013	9	24	3066022492
2013	9	23	3947388851
2013	9	22	2629032181
2013	9	21	2675531601
2013	9	20	2700884796
2013	9	19	9174587436
2013	9	18	10750935731
2013	9	17	30275425378
2013	9	16	4120048691
2013	9	15	2764617927
2013	9	14	2023750549
2013	9	13	2096323621
2013	9	12	3034461292
2013	9	11	2255500301
2013	9	10	2552371160
2013	9	9	3053100606
2013	9	8	2614222954
2013	9	7	2449911746
2013	9	6	3349086393
2013	9	5	3262242832
2013	9	4	2706159070
2013	9	3	3123219885
2013	9	2	4740491922
2013	9	1	2495132746
2013	8	31	3122585731
2013	8	30	4391193998
2013	8	29	2703969735
2013	8	28	26083498262
2013	8	27	3984639775
2013	8	26	4080643368
2013	8	25	3027034915
2013	8	24	2773017547
2013	8	23	3386687545
2013	8	22	3877155120
2013	8	21	3214886264
2013	8	20	3417570561
2013	8	19	4864870760
2013	8	18	4594836173
2013	8	17	2892158036
2013	8	16	4694701273
2013	8	15	6329990312
2013	8	14	4420760856
2013	8	13	2974852431
2013	8	12	2537058276
2013	8	11	3284307247
2013	8	10	2964591768
2013	8	9	4388784490
2013	8	8	4911009386
2013	8	7	3155560425
2013	8	6	4168065710
2013	8	5	2784873298
2013	8	4	3150890033
2013	8	3	2643529564
2013	8	2	2913020760
2013	8	1	3834057257
2013	7	31	4924699101
2013	7	30	3766696925
2013	7	29	3041102588
2013	7	28	2382217431
2013	7	27	3214157306
2013	7	26	2032379372
2013	7	25	3378420434
2013	7	24	3562006140
2013	7	23	2144867879
2013	7	22	3276948050
2013	7	21	2455597227
2013	7	20	2297726435
2013	7	19	2111963162
2013	7	18	3738979778
2013	7	17	3368340783
2013	7	16	3587711540
2013	7	15	2233268606
2013	7	14	2293218923
2013	7	13	3360786141
2013	7	12	3077909548
2013	7	11	3532010629
2013	7	10	2639959721
2013	7	9	3475026174
2013	7	8	3280380724
2013	7	7	1842094257
2013	7	6	2981300277
2013	7	5	3246852246
2013	7	4	2333133526
2013	7	3	2817488168
2013	7	2	3558288433
2013	7	1	2412834059
2013	6	30	2909684130
2013	6	29	2438738042
2013	6	28	4809132266
2013	6	27	3074477184
2013	6	26	4029547374
2013	6	25	3379573922
2013	6	24	3919235757
2013	6	23	3289707161
2013	6	22	5558427754
2013	6	21	4299107458
2013	6	20	6989069826
2013	6	19	3740857420
2013	6	18	3777149405
2013	6	17	3685317147
2013	6	16	3128648429
2013	6	15	3301626946
2013	6	14	3632062691
2013	6	13	4087879140
2013	6	12	4254762436
2013	6	11	4766766862
2013	6	10	3447766724
2013	6	9	3604930663
2013	6	8	4607546975
2013	6	7	3916184703
2013	6	6	4126218009
2013	6	5	6012802918
2013	6	4	5421273887
2013	6	3	5888445252
2013	6	2	4882755776
2013	6	1	4125064975
2013	5	31	4506128758
2013	5	30	4748125079
2013	5	29	5215347597
2013	5	28	5478926938
2013	5	27	4888847213
2013	5	26	3152893970
2013	5	25	4727625949
2013	5	24	4833183927
2013	5	23	5646156491
2013	5	22	4988873569
2013	5	21	4650942757
2013	5	20	4345547937
2013	5	19	4714334424
2013	5	18	3956532087
2013	5	17	5540377799
2013	5	16	7736863781
2013	5	15	6048453576
2013	5	14	5738806322
2013	5	13	5850963163
2013	5	12	5657452505
2013	5	11	6169773114
2013	5	10	6427633127
2013	5	9	6588905401
2013	5	8	5200264132
2013	5	7	4671463015
2013	5	6	5294511009
2013	5	5	3656506628
2013	5	4	4566787787
2013	5	3	4545884469
2013	5	2	5255400390
2013	5	1	4088593753
2013	4	30	4574865143
2013	4	29	4572411389
2013	4	28	3279194181
2013	4	27	3901893051
2013	4	26	4059900011
2013	4	25	6057018720
2013	4	24	6249187407
2013	4	23	6123818202
2013	4	22	4646535059
2013	4	21	3291401779
2013	4	20	4622212486
2013	4	19	5534670877
2013	4	18	4253670086
2013	4	17	8148473727
2013	4	16	5203197367
2013	4	15	7427178560
2013	4	14	5337811427
2013	4	13	4027230947
2013	4	12	5641949219
2013	4	11	6336863780
2013	4	10	6466733147
2013	4	9	4927107352
2013	4	8	4627039614
2013	4	7	5395925354
2013	4	6	3885304125
2013	4	5	5723865760
2013	4	4	7629306698
2013	4	3	7077451024
2013	4	2	6120119573
2013	4	1	4314277923
2013	3	31	4585459760
2013	3	30	6407864300
2013	3	29	6072037681
2013	3	28	6116315652
2013	3	27	6003141889
2013	3	26	4533356205
2013	3	25	4437006807
2013	3	24	4062806852
2013	3	23	5259750326
2013	3	22	6777289737
2013	3	21	5061033936
2013	3	20	3709057415
2013	3	19	5165432050
2013	3	18	3783272726
2013	3	17	3169724524
2013	3	16	3143838406
2013	3	15	6501635308
2013	3	14	5259340170
2013	3	13	5269692830
2013	3	12	6665059923
2013	3	11	4991899256
2013	3	10	6130182365
2013	3	9	5211584112
2013	3	8	4762159398
2013	3	7	6166624582
2013	3	6	15726796982
2013	3	5	5138976576
2013	3	4	5524125673
2013	3	3	4496913537
2013	3	2	5116473992
2013	3	1	6801127271
2013	2	28	6071283274
2013	2	27	5454248604
2013	2	26	5692242259
2013	2	25	6662844799
2013	2	24	4502548748
2013	2	23	4817999206
2013	2	22	5325121434
2013	2	21	5149190623
2013	2	20	4992328523
2013	2	19	4641317356
2013	2	18	4508949670
2013	2	17	4681710946
2013	2	16	5077739001
2013	2	15	5730713264
2013	2	14	4345320621
2013	2	13	5612658455
2013	2	12	4848104373
2013	2	11	4878675412
2013	2	10	4520832246
2013	2	9	4514326120
2013	2	8	4926209751
2013	2	7	4856204643
2013	2	6	3224443065
2013	2	5	4235867660
2013	2	4	4522052171
2013	2	3	5205480007
2013	2	2	7388730888
2013	2	1	5228602156
2013	1	31	4779915089
2013	1	30	3489334331
2013	1	29	4961699217
2013	1	28	4314662379
2013	1	27	4772262398
2013	1	26	4791067554
2013	1	25	4141748230
2013	1	24	4402332598
2013	1	23	4440792999
2013	1	22	3317847267
2013	1	21	2960339549
2013	1	20	3298917964
2013	1	19	6354285081
2013	1	18	3760673767
2013	1	17	3787288715
2013	1	16	4122235845
2013	1	15	3357125696
2013	1	14	3487908233
2013	1	13	3917373209
2013	1	12	3666480767
2013	1	11	4253398676
2013	1	10	15339607914
2013	1	9	3278602402
2013	1	8	3240727682
2013	1	7	3594175474
2013	1	6	3486616689
2013	1	5	3135059436
2013	1	4	3850311321
2013	1	3	3766582749
2013	1	2	3206808934
2013	1	1	2540901812
2012	12	31	2442158122
2012	12	30	3504144571
2012	12	29	2987991228
2012	12	28	3739376701
2012	12	27	3693617681
2012	12	26	2924223830
2012	12	25	2331306943
2012	12	24	2803994895
2012	12	23	3144947995
2012	12	22	4090362442
2012	12	21	3694798575
2012	12	20	3117986509
2012	12	19	3499712470
2012	12	18	4001882898
2012	12	17	3321752088
2012	12	16	2782215671
2012	12	15	2434047049
2012	12	14	3211040905
2012	12	13	4513393912
2012	12	12	2863395313
2012	12	11	3149639467
2012	12	10	3078923008
2012	12	9	2432194589
2012	12	8	2578749742
2012	12	7	2433169284
2012	12	6	3115000691
2012	12	5	2722445881
2012	12	4	2815664675
2012	12	3	1828932863
2012	12	2	1521461215
2012	12	1	2644757959
2012	11	30	2253063094
2012	11	29	2966282715
2012	11	28	4359397007
2012	11	27	8201676744
2012	11	26	2650350354
2012	11	25	2951412090
2012	11	24	2175792328
2012	11	23	2659890194
2012	11	22	2188707548
2012	11	21	3078838241
2012	11	20	2812691303
2012	11	19	2794357641
2012	11	18	2719114800
2012	11	17	2560602784
2012	11	16	3193127546
2012	11	15	3164153950
2012	11	14	2301382516
2012	11	13	2053599413
2012	11	12	1784911422
2012	11	11	1743773092
2012	11	10	2155154518
2012	11	9	1940181595
2012	11	8	2523791353
2012	11	7	2924684125
2012	11	6	2568602625
2012	11	5	2576403178
2012	11	4	1950947363
2012	11	3	1875218624
2012	11	2	2707209311
2012	11	1	2021981119
2012	10	31	2295974606
2012	10	30	2368543361
2012	10	29	1737438911
2012	10	28	1270849238
2012	10	27	1254476824
2012	10	26	1824824533
2012	10	25	1666946671
2012	10	24	2130409168
2012	10	23	2100222991
2012	10	22	2522467775
2012	10	21	2478949416
2012	10	20	1796519692
2012	10	19	1576937115
2012	10	18	1703015131
2012	10	17	6676674541
2012	10	16	2501043862
2012	10	15	2172613793
2012	10	14	1711574123
2012	10	13	2104540427
2012	10	12	2045036309
2012	10	11	2253949244
2012	10	10	2344129821
2012	10	9	2574262051
2012	10	8	2724366665
2012	10	7	2642825547
2012	10	6	2233578348
2012	10	5	2760380983
2012	10	4	13131522337
2012	10	3	1839219413
2012	10	2	3046356752
2012	10	1	1659077226
2012	9	30	1145608154
2012	9	29	1429688403
2012	9	28	5939218166
2012	9	27	1611576529
2012	9	26	1955185895
2012	9	25	1437700690
2012	9	24	2822867346
2012	9	23	1818004702
2012	9	22	1523518456
2012	9	21	2931585698
2012	9	20	1798877273
2012	9	19	2144386382
2012	9	18	2240126053
2012	9	17	1462559347
2012	9	16	1476593640
2012	9	15	1473366468
2012	9	14	2022012586
2012	9	13	1968463641
2012	9	12	2050412504
2012	9	11	3079178155
2012	9	10	2405863046
2012	9	9	2206494644
2012	9	8	2224496760
2012	9	7	1996330059
2012	9	6	2555427416
2012	9	5	2620340000
2012	9	4	2966526976
2012	9	3	3379736690
2012	9	2	3055441150
2012	9	1	3533261176
2012	8	31	3048583604
2012	8	30	2909822139
2012	8	29	2415507933
2012	8	28	2510247771
2012	8	27	2882030679
2012	8	26	2058149421
2012	8	25	2391030340
2012	8	24	1924725465
2012	8	23	2083273950
2012	8	22	2284249268
2012	8	21	2456426695
2012	8	20	2755706440
2012	8	19	2177038458
2012	8	18	1819540149
2012	8	17	3086566635
2012	8	16	2834730819
2012	8	15	3397670623
2012	8	14	2067631015
2012	8	13	2555351796
2012	8	12	1722116550
2012	8	11	1913775992
2012	8	10	4453058517
2012	8	9	1738277224
2012	8	8	5257535312
2012	8	7	1893110420
2012	8	6	2500144464
2012	8	5	2567591134
2012	8	4	1636417093
2012	8	3	2479174211
2012	8	2	1981549506
2012	8	1	2002226151
2012	7	31	2109228958
2012	7	30	1997918780
2012	7	29	1846677249
2012	7	28	2056362157
2012	7	27	1718725100
2012	7	26	1818252407
2012	7	25	1509932498
2012	7	24	1598700134
2012	7	23	2172164555
2012	7	22	1810561197
2012	7	21	2001722229
2012	7	20	3747018662
2012	7	19	2019333470
2012	7	18	2641059394
2012	7	17	2014390364
2012	7	16	2128658376
2012	7	15	1760255063
2012	7	14	1532376089
2012	7	13	1439979066
2012	7	12	1353006867
2012	7	11	1917334500
2012	7	10	2403191985
2012	7	9	1589719336
2012	7	8	1150252767
2012	7	7	4286993213
2012	7	6	1638467211
2012	7	5	1265297392
2012	7	4	1328572083
2012	7	3	1235375229
2012	7	2	1836948247
2012	7	1	965441992
2012	6	30	1394161293
2012	6	29	1183756472
2012	6	28	1576821961
2012	6	27	1818068009
2012	6	26	1827898114
2012	6	25	1612870794
2012	6	24	1464248007
2012	6	23	1773312569
2012	6	22	2070231783
2012	6	21	3145712954
2012	6	20	2170024435
2012	6	19	2523371280
2012	6	18	2788555011
2012	6	17	2651810146
2012	6	16	2760666426
2012	6	15	3356188777
2012	6	14	3872082266
2012	6	13	3794582440
2012	6	12	1126003378
2012	6	11	1825002065
2012	6	10	2533678545
2012	6	9	2271134789
2012	6	8	1649528686
2012	6	7	2141110510
2012	6	6	1127363476
2012	6	5	3014138721
2012	6	4	2876057062
2012	6	3	1927101479
2012	6	2	713557653
2012	6	1	1641795479
2012	5	31	1252807933
2012	5	30	1886991539
2012	5	29	1697474696
2012	5	28	1949232691
2012	5	27	1756635855
2012	5	26	1559276857
2012	5	25	1927748871
2012	5	24	1942496160
2012	5	23	1909824774
2012	5	22	1276867573
2012	5	21	1956744229
2012	5	20	2000678014
2012	5	19	3184803518
2012	5	18	1713407882
2012	5	17	1171657133
2012	5	16	1300828295
2012	5	15	2040042864
2012	5	14	2781385804
2012	5	13	1180632246
2012	5	12	1093265347
2012	5	11	1228912955
2012	5	10	883074595
2012	5	9	1413032343
2012	5	8	1237444677
2012	5	7	1349373830
2012	5	6	736267072
2012	5	5	787065714
2012	5	4	1045653352
2012	5	3	1129578945
2012	5	2	693450193
2012	5	1	673048886
2012	4	30	513386643
2012	4	29	406208503
2012	4	28	686687116
2012	4	27	688570856
2012	4	26	1240886862
2012	4	25	552832728
2012	4	24	655608110
2012	4	23	428070220
2012	4	22	486652314
2012	4	21	493120932
2012	4	20	722135160
2012	4	19	584943097
2012	4	18	621412925
2012	4	17	672206006
2012	4	16	597850946
2012	4	15	369750206
2012	4	14	608591529
2012	4	13	410579243
2012	4	12	627057008
2012	4	11	524550745
2012	4	10	699130937
2012	4	9	384716990
2012	4	8	389195527
2012	4	7	370891690
2012	4	6	481551397
2012	4	5	487816401
2012	4	4	493334700
2012	4	3	507741879
2012	4	2	418861998
2012	4	1	381877650
2012	3	31	451687503
2012	3	30	439585095
2012	3	29	446542200
2012	3	28	494067765
2012	3	27	426964421
2012	3	26	347762179
2012	3	25	690424078
2012	3	24	1490705662
2012	3	23	422778506
2012	3	22	338385442
2012	3	21	337831566
2012	3	20	481981657
2012	3	19	422460866
2012	3	18	322801017
2012	3	17	356057831
2012	3	16	882293451
2012	3	15	361549948
2012	3	14	517901821
2012	3	13	1131640397
2012	3	12	376477631
2012	3	11	290460712
2012	3	10	438179608
2012	3	9	413638026
2012	3	8	407410789
2012	3	7	402072620
2012	3	6	484595258
2012	3	5	518860926
2012	3	4	482666734
2012	3	3	246394810
2012	3	2	450574566
2012	3	1	671836722
2012	2	29	340234542
2012	2	28	384771572
2012	2	27	566176552
2012	2	26	342648330
2012	2	25	312296116
2012	2	24	441363023
2012	2	23	500951708
2012	2	22	341392900
2012	2	21	342801758
2012	2	20	411776338
2012	2	19	265186887
2012	2	18	334530801
2012	2	17	361639153
2012	2	16	1006136133
2012	2	15	610036407
2012	2	14	1547396451
2012	2	13	525311801
2012	2	12	386719352
2012	2	11	391143183
2012	2	10	417461763
2012	2	9	741846940
2012	2	8	511443415
2012	2	7	664074854
2012	2	6	429055832
2012	2	5	426033091
2012	2	4	868539583
2012	2	3	690589652
2012	2	2	1158782875
2012	2	1	475073058
2012	1	31	718514321
2012	1	30	2911896874
2012	1	29	22050932057
2012	1	28	908511580
2012	1	27	2299546222
2012	1	26	895157979
2012	1	25	767575923
2012	1	24	974988917
2012	1	23	495998425
2012	1	22	303810531
2012	1	21	477026648
2012	1	20	2476691769
2012	1	19	2751359672
2012	1	18	1084433779
2012	1	17	765115618
2012	1	16	3900729892
2012	1	15	1342837115
2012	1	14	1278590354
2012	1	13	978890443
2012	1	12	4121799271
2012	1	11	570224742
2012	1	10	489613037
2012	1	9	636959413
2012	1	8	372339797
2012	1	7	447999358
2012	1	6	648923847
2012	1	5	569832762
2012	1	4	1419587733
2012	1	3	535215755
2012	1	2	555312158
2012	1	1	355428136
2011	12	31	394540785
2011	12	30	333845198
2011	12	29	415995739
2011	12	28	314922344
2011	12	27	299677875
2011	12	26	325628134
2011	12	25	292534449
2011	12	24	224582386
2011	12	23	265278626
2011	12	22	345347236
2011	12	21	426075206
2011	12	20	590673522
2011	12	19	415730356
2011	12	18	310125952
2011	12	17	361587343
2011	12	16	270176401
2011	12	15	782976711
2011	12	14	386264306
2011	12	13	405414175
2011	12	12	17732322513
2011	12	11	22020342270
2011	12	10	288798269
2011	12	9	301044520
2011	12	8	273893984
2011	12	7	386961131
2011	12	6	424956871
2011	12	5	300216604
2011	12	4	284299205
2011	12	3	465336537
2011	12	2	459537048
2011	12	1	448500523
2011	11	30	365481320
2011	11	29	438064219
2011	11	28	304346641
2011	11	27	255055237
2011	11	26	283428324
2011	11	25	428642080
2011	11	24	399912116
2011	11	23	351238566
2011	11	22	295829998
2011	11	21	277203285
2011	11	20	393536390
2011	11	19	313022030
2011	11	18	335692678
2011	11	17	284779587
2011	11	16	376975825
2011	11	15	288289742
2011	11	14	275307178
2011	11	13	284207788
2011	11	12	247113317
2011	11	11	209090012
2011	11	10	333778992
2011	11	9	328183143
2011	11	8	416780068
2011	11	7	348022274
2011	11	6	236602429
2011	11	5	362211848
2011	11	4	314947335
2011	11	3	290902778
2011	11	2	329867938
2011	11	1	490302985
2011	10	31	312185320
2011	10	30	328358643
2011	10	29	347376641
2011	10	28	304376757
2011	10	27	268449510
2011	10	26	308756534
2011	10	25	274079235
2011	10	24	348844221
2011	10	23	312097763
2011	10	22	281398947
2011	10	21	267678376
2011	10	20	601146197
2011	10	19	326182986
2011	10	18	290288072
2011	10	17	429614349
2011	10	16	320900548
2011	10	15	337524119
2011	10	14	340803011
2011	10	13	415961153
2011	10	12	462867518
2011	10	11	523729813
2011	10	10	334552432
2011	10	9	293826347
2011	10	8	331460839
2011	10	7	429311937
2011	10	6	808896045
2011	10	5	396348448
2011	10	4	367361125
2011	10	3	904096463
2011	10	2	317980555
2011	10	1	364170627
2011	9	30	360740812
2011	9	29	340420567
2011	9	28	437902600
2011	9	27	467819858
2011	9	26	294068583
2011	9	25	336760959
2011	9	24	671538477
2011	9	23	422941300
2011	9	22	378408626
2011	9	21	517605015
2011	9	20	656952256
2011	9	19	592737413
2011	9	18	537796247
2011	9	17	515724892
2011	9	16	496831626
2011	9	15	732051008
2011	9	14	378071682
2011	9	13	415771892
2011	9	12	537417472
2011	9	11	509702161
2011	9	10	536476482
2011	9	9	767312696
2011	9	8	466847138
2011	9	7	813899549
2011	9	6	652405064
2011	9	5	717082890
2011	9	4	987229329
2011	9	3	382927997
2011	9	2	683590736
2011	9	1	561094361
2011	8	31	591458926
2011	8	30	982284288
2011	8	29	535429164
2011	8	28	451282409
2011	8	27	502820664
2011	8	26	468880866
2011	8	25	599715430
2011	8	24	869528835
2011	8	23	696478529
2011	8	22	755144943
2011	8	21	568728636
2011	8	20	541691304
2011	8	19	776704450
2011	8	18	591856628
2011	8	17	674044315
2011	8	16	993047003
2011	8	15	974393646
2011	8	14	1031653556
2011	8	13	689250462
2011	8	12	608149005
2011	8	11	711131223
2011	8	10	1074649911
2011	8	9	1168800022
2011	8	8	794504845
2011	8	7	653899155
2011	8	6	2409643181
2011	8	5	637744951
2011	8	4	777788215
2011	8	3	819534382
2011	8	2	742971882
2011	8	1	769590762
2011	7	31	680016221
2011	7	30	571270055
2011	7	29	711432307
2011	7	28	753972477
2011	7	27	888988639
2011	7	26	783379577
2011	7	25	1210683379
2011	7	24	1020384419
2011	7	23	770811859
2011	7	22	1354095816
2011	7	21	900174475
2011	7	20	1057322296
2011	7	19	1484897984
2011	7	18	1293738114
2011	7	17	1213235639
2011	7	16	1115044690
2011	7	15	1629588524
2011	7	14	1339252803
2011	7	13	1494299643
2011	7	12	1278697604
2011	7	11	1486748074
2011	7	10	1251029136
2011	7	9	1297080973
2011	7	8	1322525411
2011	7	7	1401481972
2011	7	6	1700709649
2011	7	5	1880583735
2011	7	4	1600174485
2011	7	3	1334786788
2011	7	2	1473519868
2011	7	1	1866566795
2011	6	30	1770001400
2011	6	29	1998040622
2011	6	28	1984870564
2011	6	27	2652695141
2011	6	26	2525259969
2011	6	25	2341617735
2011	6	24	1640096242
2011	6	23	1454556958
2011	6	22	1771723129
2011	6	21	1789533531
2011	6	20	2027643280
2011	6	19	2589261141
2011	6	18	2833145981
2011	6	17	3092216766
2011	6	16	3188585283
2011	6	15	4007210388
2011	6	14	3622552882
2011	6	13	3654969249
2011	6	12	4431036940
2011	6	11	3535827060
2011	6	10	3840760005
2011	6	9	4333116344
2011	6	8	4439330716
2011	6	7	2907019952
2011	6	6	2930295222
2011	6	5	2368250492
2011	6	4	3217970115
2011	6	3	2626233617
2011	6	2	2367861874
2011	6	1	2409437364
2011	5	31	1995330875
2011	5	30	1869512439
2011	5	29	1379916359
2011	5	28	1395017832
2011	5	27	1383792316
2011	5	26	2120593701
2011	5	25	2084249128
2011	5	24	2110884931
2011	5	23	1789042548
2011	5	22	1882072222
2011	5	21	2109099033
2011	5	20	1744287894
2011	5	19	1622203741
2011	5	18	1965344120
2011	5	17	1378504578
2011	5	16	1464512120
2011	5	15	1489642967
2011	5	14	1450626880
2011	5	13	1154072268
2011	5	12	723333412
2011	5	11	799288502
2011	5	10	816121563
2011	5	9	1088841447
2011	5	8	742987117
2011	5	7	665502296
2011	5	6	758751661
2011	5	5	949085224
2011	5	4	636378725
2011	5	3	481618089
2011	5	2	481371355
2011	5	1	1133184732
2011	4	30	1033932272
2011	4	29	742157689
2011	4	28	663050000
2011	4	27	921167893
2011	4	26	511887739
2011	4	25	871326592
2011	4	24	665212226
2011	4	23	527120000
2011	4	22	529000000
2011	4	21	337373380
2011	4	20	714490659
2011	4	19	565128213
2011	4	18	327520399
2011	4	17	216250000
2011	4	16	366088576
2011	4	15	250004348
2011	4	14	1420310000
2011	4	13	406059999
2011	4	12	469552894
2011	4	11	436709964
2011	4	10	525368921
2011	4	9	421000000
2011	4	8	412010000
2011	4	7	299020000
2011	4	6	489030001
2011	4	5	527080000
2011	4	4	567785472
2011	4	3	424911330
2011	4	2	274040002
2011	4	1	340000000
2011	3	31	392000000
2011	3	30	413090000
2011	3	29	342010001
2011	3	28	441000000
2011	3	27	632023270
2011	3	26	453010000
2011	3	25	518270000
2011	3	24	827023194
2011	3	23	1807356270
2011	3	22	1053020000
2011	3	21	866789295
2011	3	20	248707870
2011	3	19	121779295
2011	3	18	135139999
2011	3	17	138939294
2011	3	16	181000000
2011	3	15	183019999
2011	3	14	177642325
2011	3	13	175539295
2011	3	12	154693618
2011	3	11	658222915
2011	3	10	222833744
2011	3	9	324779297
2011	3	8	393000002
2011	3	7	597707488
2011	3	6	520150000
2011	3	5	240320002
2011	3	4	72070000
2011	3	3	706690000
2011	3	2	39250000
2011	3	1	42215377
2011	2	28	51785377
2011	2	27	108000000
2011	2	26	56049575
2011	2	25	41097152
2011	2	24	16769472
2011	2	23	37785377
2011	2	22	24546822
2011	2	21	41000000
2011	2	20	20000000
2011	2	19	54000000
2011	2	18	53000000
2011	2	17	12346193
2011	2	16	59000000
2011	2	15	24346193
2011	2	14	274000000
2011	2	13	24000000
2011	2	12	74186934
2011	2	11	49910687
2011	2	10	87294408
2011	2	9	6551728
2011	2	8	17736992
2011	2	7	31547204
2011	2	6	12112588
2011	2	5	15826263
2011	2	4	12359852
2011	2	3	16818974
2011	2	2	5000000
2011	2	1	79108788
2011	1	31	76000000
2011	1	30	282108788
2011	1	29	44195608
2011	1	28	6000000
2011	1	27	59000000
2011	1	26	11000000
2011	1	25	12905919
2011	1	24	23000000
2011	1	23	35905919
2011	1	22	46923415
2011	1	21	5048576
2011	1	20	11736667
2011	1	19	5000000
2011	1	18	3768351
2011	1	17	15807480
2011	1	16	8627860
2011	1	15	10493887
2011	1	14	6493887
2011	1	13	2493887
2011	1	12	29060390
2011	1	11	4152517
2011	1	10	6884469
2011	1	9	14000000
2011	1	8	1765433
2011	1	7	5352512
2011	1	6	8308601
2011	1	5	9287614
2011	1	4	3129091
2011	1	3	72825402
2011	1	2	8767732
2011	1	1	8915258
2010	12	31	2335061
2010	12	30	9238552
2010	12	29	13574567
2010	12	28	10339267
2010	12	27	7664517
2010	12	26	9564519
2010	12	25	6743052
2010	12	24	7829328
2010	12	23	6000000
2010	12	22	17743052
2010	12	21	11000000
2010	12	20	6699317
2010	12	19	11564519
2010	12	18	6653564
2010	12	17	23443294
2010	12	16	10356946
2010	12	15	6743052
2010	12	14	4892339
2010	12	13	31147648
2010	12	12	14857412
2010	12	11	11724798
2010	12	10	7000000
2010	12	9	3727261
2010	12	8	4000000
2010	12	7	8214637
2010	12	6	4518713
2010	12	5	3000000
2010	12	4	1090727
2010	12	3	1000000
2010	12	2	6000000
2010	12	1	4000000
2010	11	30	1000000
2010	11	29	3000000
2010	11	28	0
2010	11	27	2000000
2010	11	26	37000000
2010	11	25	0
2010	11	24	19000000
2010	11	23	48000000
2010	11	22	56000000
2010	11	21	104000000
2010	11	20	100000000
2010	11	19	8000000
2010	11	18	0
2010	11	17	0
2010	11	16	0
2010	11	15	48000000
2010	11	14	0
2010	11	13	0
2010	11	12	0
2010	11	11	0
2010	11	10	0
2010	11	9	0
2010	11	8	83000000
